_makeOD,0.002563,0.002165,0.0019,0.003049,0.002733,0.002416,0.002456,0.00209,0.003257,0.00213,0.002779,0.002418,0.002231,0.001868,0.002481,0.002941,0.002683,0.003219,0.003582,0.002863,0.004146,0.003341,0.002825,0.00306,0.003053,0.003128,0.00238,0.002342,0.002087,0.002981,0.002846,0.002695,0.002886,0.00314,0.003015,0.003,0.002454,0.003831,0.003451,0.003298,0.002766,0.003,0.006668,0.003543,0.003711,0.002951,0.003392,0.003863,0.003253
_simulate,0.000824,0.001947,0.000963,0.001153,0.00119,0.002223,0.001117,0.001092,0.000794,0.000713,0.000744,0.000951,0.001003,0.000675,0.000955,0.000658,0.001005,0.00098,0.001136,0.001028,0.000796,0.000954,0.000816,0.000641,0.000609,0.000681,0.000785,0.000843,0.000902,0.001124,0.001275,0.001125,0.001233,0.001259,0.001582,0.001393,0.001049,0.001193,0.000948,0.001229,0.000754,0.000997,0.000753,0.001001,0.000745,0.001042,0.000748,0.000841,0.000819,0.001315,0.001542,0.000852,0.001371,0.001032,0.001842,0.001086,0.000853,0.00107,0.00117,0.001555,0.001118,0.001262,0.000956,0.000968,0.000845,0.001165,0.0015,0.000848,0.000736,0.000751,0.000964,0.000855,0.000784,0.000629,0.000752,0.001067,0.000625,0.000825,0.000887,0.000619,0.000657,0.001552,0.001353,0.001445,0.001514,0.001396,0.00164,0.001692,0.001001,0.001146,0.001302,0.001204,0.00103,0.001133,0.000899,0.000712
_objCount,504
_framedistance,1.87572,0.0509977,0.0500109,0.050007,0.0500418,0.0500018,0.0500809,0.0500039,0.0500578,0.0500219,0.0500228,0.0500059,0.0500129,0.0500018,0.0500179,0.0500249,1.90816,0.0500269,0.0500118,0.0500178,0.0500068,0.0500169,0.0500249,0.0500038,0.0500198,0.0500898,0.0500079,0.0500249,0.0500269,0.0500189,0.05001,0.0500288,0.050035,1.83097,0.0500191,0.0500127,0.0500008,0.0500209,0.0500019,0.0500218,0.0500229,0.0500068,0.0500039,0.0500008,0.0500108,0.0500069,0.0500251,0.0500099,0.0500179,1.8404,0.0500418,0.0500049,0.0500007,0.0500159,0.0500268,0.0501178,0.0500199,0.0500166,0.050006,0.0500219,0.0500019,0.0500108,0.0500298,0.0500188,0.0500308,1.81588,0.0500379,0.0500058,0.0500028,0.0500129,0.0500049,0.0503109,0.0500046,0.0500019,0.0500138,0.0500019,0.0500118,0.050004,0.050004,0.0501639,0.0500259,2.24623,0.0500146,0.0501541,0.0500128,0.0500229,0.0500038,0.0500036,0.050018,0.0500178,0.0500206,0.0500137,0.0500229,0.0503228,0.0500028,0.0500071
_fps,1,16,17,16,16,16
